! ------------------------------------------------------------- !
! Met Data from Falling Creek Reservoir                         !
! Test ELCOM                                                    !
! 2015 - Mar 2024                                               !
7 data sets
0 seconds between data
0	0	0	0	0	0	0	0
! ------       -------     -------- ------ ------
TIME	AIR_TEMP	WIND_SPEED	WIND_DIR	SOLAR_RAD	LW_RAD_IN	REL_HUM	RAIN
2015013.1667	5.51	3.12	52.83	0	253.28	0.4102	0
2015013.2083	5.2	3.34	49.19	0	259.24	0.4166	0
2015013.2500	4.98	3.71	75.3	0	262.46	0.419	0
2015013.2917	4.69	4	72.55	0	266.28	0.4298	0
2015013.3333	4.78	4.54	55.52	0	267.14	0.4262	0
2015013.3750	4.52	3.72	106.61	0	274.84	0.445	0
2015013.4167	3.92	3.76	221.42	0	293.21	0.4777	0
2015013.4583	3.79	2.55	104.24	0	296.68	0.4877	0
2015013.5000	3.62	2.41	178.93	2.4	292.38	0.5057	0
2015013.5417	3.35	1.65	190.74	55.05	287.73	0.5484	0
2015013.5833	3.06	1.22	302.89	147.44	286.55	0.6229	0
2015013.6250	6.35	0.49	216.76	234.71	299.94	0.4178	0
2015013.6667	6.79	0.97	182.42	210.93	319.41	0.4136	0
2015013.7083	7.01	0.85	193.9	256.56	322.41	0.4038	0
2015013.7500	7.85	0.75	191.68	246.94	318.96	0.3689	0
2015013.7917	8.04	0.95	180.11	127.38	341.81	0.3599	0
2015013.8333	7.39	1.33	161.36	59.11	345.4	0.4375	0
2015013.8750	5.92	1.13	130.63	22.96	343.41	0.6097	0
2015013.9167	5.04	0.72	136.28	3.03	342.09	0.7339	0
2015013.9583	3.73	0.85	133.09	0	339.45	0.9392	0
2015014.0000	2.97	1.62	278.28	0	329.53	0.993	0
2015014.0417	2.17	1.61	323.1	0	313.51	0.9947	0
2015014.0833	1.74	2.51	211.64	0	306.11	0.9776	0
2015014.1250	0.95	2.59	322.61	0	293.25	0.9942	0
2015014.1667	0.18	2.35	309.1	0	285.82	0.9951	0
2015014.2083	0.02	2.4	298.53	0	282.78	0.9953	0
2015014.2500	-0.16	2.58	283.38	0	281.37	0.9956	0
2015014.2917	0.21	2.6	264.11	0	286.08	0.9952	0
2015014.3333	2.12	2.52	186.5	0	289.57	0.8994	0
2015014.3750	3.11	2.86	219.98	0	286.57	0.796	0
2015014.4167	1.75	1.89	235.5	0	278.09	0.8715	0
2015014.4583	1.14	3.4	296.13	0	269.97	0.8971	0
2015014.5000	3	3.88	230.35	1.97	259.47	0.7508	0
2015014.5417	3.32	4.14	215.19	27.11	253.99	0.7233	0
2015014.5833	4.38	5.13	245.32	177.01	271.6	0.6752	0
2015014.6250	5.12	5.77	257.39	455.5	276.37	0.6336	0
2015014.6667	6.11	5.88	221.15	561.77	288.84	0.577	0
2015014.7083	6.35	6.65	316.13	583.41	279.08	0.5501	0
2015014.7500	6.67	4.23	164.33	396.56	290.26	0.5226	0
2015014.7917	7.02	2.82	141.98	379.06	285.09	0.5022	0
2015014.8333	6.92	3.06	167.89	232.37	304.18	0.4898	0
2015014.8750	5.81	2.89	141.44	45.37	277.85	0.5293	0
2015014.9167	4.22	2.63	99.45	3.19	260.1	0.5742	0
2015014.9583	2.82	2.21	156.91	0	253.98	0.6226	0
2015015.0000	2.64	3.86	121.76	0	249.03	0.6248	0
2015015.0417	2.4	3.81	196.7	0	265.3	0.6364	0
2015015.0833	2.1	3.06	176.5	0	272.77	0.6315	0
2015015.1250	2.04	2.61	190.46	0	298.79	0.6317	0
2015015.1667	2.03	2.2	218.51	0	311.83	0.6223	0
2015015.2083	1.79	3.47	258.48	0	307.5	0.6153	0
2015015.2500	1.21	3.27	214.76	0	260.42	0.6206	0
2015015.2917	0.25	2.89	142.28	0	242.94	0.6706	0
2015015.3333	-0.42	2.59	132.43	0	239.5	0.7032	0
2015015.3750	-0.94	2.46	159.97	0	238.17	0.7307	0
2015015.4167	-1.42	1.91	87.82	0	242.66	0.7612	0
2015015.4583	-2.08	1.72	142.56	0	246.02	0.8351	0
2015015.5000	-1.97	1.85	264.35	2.19	268.45	0.8275	0
2015015.5417	-0.88	1.79	307.67	36.56	294.88	0.715	0
